Id text,Sampled date,Meetpunt,Status,ZICHT,T,KLEUR,GEUR,VUIL,pH,SENSHTE,SCHUIM,OLE,E,GELDHD,SALNT,O2,%O2,WINDSHD,WINDRTG,LUCHTDK
2018005703,10-12-2018 0:00,TERSLG10,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005704,31-1-2018 4:37,TERSLG50,Available,#N/B,6.43,0,0,0,8.11,-350,0,0,-999,#N/B,34.5,8.79,89.7,13.2,206,1000
2018005705,20-2-2018 15:23,TERSLG50,Available,#N/B,5.53,-999,-999,-999,8.03,-350,-999,-999,0.31,#N/B,34.9,9.34,95.8,9,240,1020
2018005706,13-3-2018 21:04,TERSLG50,Available,#N/B,4.11,0,0,0,8.06,-350,0,0,-999,#N/B,34.5,10.4,100,7.4,101,1010
2018005707,18-4-2018 2:12,TERSLG50,Available,#N/B,7.26,0,0,0,8.4,-350,0,0,-999,#N/B,35,9.23,101,9.5,328,1020
2018005708,15-5-2018 18:28,TERSLG50,Available,#N/B,12.6,-999,-999,-999,8.2,-350,-999,-999,-999,#N/B,33.4,9.65,112,1,360,1030
2018005709,11-6-2018 0:00,TERSLG50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005710,16-7-2018 0:00,TERSLG50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005711,13-8-2018 0:00,TERSLG50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005712,10-9-2018 0:00,TERSLG50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005713,15-10-2018 0:00,TERSLG50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005714,12-11-2018 0:00,TERSLG50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005715,10-12-2018 0:00,TERSLG50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005716,31-1-2018 0:53,TERSLG100,Available,#N/B,6.18,0,0,0,8.12,-350,0,0,-999,#N/B,34.7,8.95,90.9,13.6,202,1010
2018005717,20-2-2018 8:32,TERSLG100,Available,#N/B,5.6,-999,-999,-999,8,-350,-999,-999,-999,#N/B,34.5,9.19,93,12,245,1020
2018005718,13-3-2018 17:13,TERSLG100,Available,#N/B,4.11,0,0,0,8.09,-350,0,0,0.199,#N/B,34.3,9.75,94,8.9,318,1010
2018005719,17-4-2018 22:52,TERSLG100,Available,#N/B,5.67,0,0,0,8.31,-350,0,0,-999,#N/B,34.8,9.18,98.6,11.6,266,1020
2018005720,15-5-2018 16:01,TERSLG100,Available,#N/B,11.4,-999,-999,-999,8.9,350,-999,-999,-999,#N/B,33.7,10.1,111,1,10,1030
2018005721,11-6-2018 0:00,TERSLG100,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005722,16-7-2018 0:00,TERSLG100,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005723,13-8-2018 0:00,TERSLG100,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005724,10-9-2018 0:00,TERSLG100,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005725,15-10-2018 0:00,TERSLG100,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005726,12-11-2018 0:00,TERSLG100,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005727,10-12-2018 0:00,TERSLG100,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005728,30-1-2018 22:23,TERSLG135,Available,#N/B,5.86,0,0,0,8.13,-350,0,0,-999,#N/B,34.8,9.01,90.9,14.7,230,1010
2018005729,20-2-2018 6:10,TERSLG135,Available,#N/B,5.4,0,0,0,7.97,-350,0,0,-999,#N/B,34.6,9.05,93,10,278,1020
2018005730,13-3-2018 14:43,TERSLG135,Available,#N/B,4.4,0,0,0,8.09,-350,0,0,0.143,#N/B,34.7,9.54,92.9,9.8,214,1000
2018005731,17-4-2018 20:35,TERSLG135,Available,#N/B,5.44,0,0,0,8.31,-350,0,0,-999,#N/B,34.6,9.27,97.6,13,263,1020
2018005732,15-5-2018 14:39,TERSLG135,Available,#N/B,11.3,0,0,0,8.05,-350,0,0,-999,#N/B,33.8,9.39,106,2,45,1030
2018005733,11-6-2018 0:00,TERSLG135,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005734,16-7-2018 0:00,TERSLG135,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005735,13-8-2018 0:00,TERSLG135,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005736,10-9-2018 0:00,TERSLG135,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005737,15-10-2018 0:00,TERSLG135,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005738,12-11-2018 0:00,TERSLG135,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005739,10-12-2018 0:00,TERSLG135,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005740,30-1-2018 19:41,TERSLG175,Available,#N/B,5.99,0,0,0,8.14,-350,0,0,-999,#N/B,34.8,9.08,91.9,14.2,228,1020
2018005741,17-4-2018 17:24,TERSLG175,Available,#N/B,5.3,0,0,0,8.03,-350,0,0,0.116,#N/B,34.4,9.29,102,14,303,1020
2018005742,11-6-2018 0:00,TERSLG175,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005743,13-8-2018 0:00,TERSLG175,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005744,30-1-2018 15:49,TERSLG235,Available,#N/B,6.76,0,0,0,8.18,-350,0,0,0.158,#N/B,35,8.93,92.1,14,237,1020
2018005745,17-4-2018 12:43,TERSLG235,Available,#N/B,5.38,0,0,0,8.05,-350,0,0,0.197,#N/B,34.6,8.99,101,13.2,265,1020
2018005746,11-6-2018 0:00,TERSLG235,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005747,13-8-2018 0:00,TERSLG235,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005748,15-1-2018 0:00,ROTTMPT50,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005749,16-4-2018 0:00,ROTTMPT50,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005750,11-6-2018 0:00,ROTTMPT50,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005751,13-8-2018 0:00,ROTTMPT50,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005752,15-1-2018 0:00,ROTTMPT70,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005753,16-4-2018 0:00,ROTTMPT70,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005754,11-6-2018 0:00,ROTTMPT70,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005755,13-8-2018 0:00,ROTTMPT70,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018008766,15-5-2018 7:44,ROTTMPT50,Available,#N/B,10,-999,-999,-999,8.1,-350,-999,-999,-999,#N/B,31.7,9.54,104,#N/B,#N/B,#N/B
2018008767,29-5-2018 7:56,ROTTMPT50,Available,#N/B,12.2,-999,-999,-999,8.11,-350,-999,-999,-999,#N/B,32.1,8.76,102,#N/B,#N/B,#N/B
2018008768,11-6-2018 0:00,ROTTMPT50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018008769,2-7-2018 0:00,ROTTMPT50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018008770,16-7-2018 0:00,ROTTMPT50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018008771,30-7-2018 0:00,ROTTMPT50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018008772,13-8-2018 0:00,ROTTMPT50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018008773,15-5-2018 8:52,ROTTMPT70,Available,#N/B,11.4,0,0,0,8.14,-350,0,0,-999,#N/B,32.2,9.3,105,1,45,1030
2018008774,29-5-2018 7:03,ROTTMPT70,Available,#N/B,13.2,0,0,0,8.09,-350,0,0,-999,#N/B,32.4,8.64,102,6,20,1030
2018008775,11-6-2018 0:00,ROTTMPT70,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018008776,2-7-2018 0:00,ROTTMPT70,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018008777,16-7-2018 0:00,ROTTMPT70,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018008778,30-7-2018 0:00,ROTTMPT70,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018008779,13-8-2018 0:00,ROTTMPT70,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
